IP 地址,2096,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.172.110.101,2096,3,0.25,134.04,0.00
103.172.111.65,2096,3,0.25,134.48,0.00
103.172.111.65,2096,3,0.25,134.62,0.00
103.172.110.96,2096,3,0.25,134.97,0.00
103.172.111.249,2096,3,0.25,136.22,0.00
103.172.111.249,2096,3,0.25,136.51,0.00
103.172.110.95,2096,3,0.25,136.72,0.00
103.172.110.97,2096,3,0.25,136.80,0.00
103.172.110.100,2096,3,0.25,137.70,0.00
103.172.111.249,2096,3,0.25,137.85,0.00
156.234.127.103,2096,3,0.25,138.06,0.00
103.172.111.96,2096,3,0.25,138.77,0.00
103.172.111.116,2096,3,0.25,139.39,0.00
103.172.110.102,2096,3,0.25,139.60,0.00
103.172.111.168,2096,3,0.25,140.05,0.00
103.172.111.168,2096,3,0.25,140.08,0.00
103.172.110.96,2096,3,0.25,140.34,0.00
103.172.111.246,2096,3,0.25,140.40,0.00
103.172.111.65,2096,3,0.25,140.60,0.00
103.172.111.249,2096,3,0.25,140.87,0.00
172.66.43.110,2096,3,0.25,140.94,0.00
103.172.111.168,2096,3,0.25,141.00,0.00
103.172.111.249,2096,3,0.25,141.52,0.00
103.172.110.99,2096,3,0.25,141.67,0.00
103.172.111.65,2096,3,0.25,141.87,0.00
103.172.110.102,2096,3,0.25,141.93,0.00
104.18.16.101,2096,3,0.25,142.53,0.00
104.18.29.238,2096,3,0.25,142.70,0.00
103.172.110.100,2096,3,0.25,143.07,0.00
103.172.111.168,2096,3,0.25,143.14,0.00
47.88.13.53,2096,3,0.25,143.27,0.00
103.172.111.99,2096,3,0.25,143.41,0.00
103.172.111.168,2096,3,0.25,143.58,0.00
47.89.245.159,2096,3,0.25,143.98,0.00
162.159.128.70,2096,3,0.25,144.03,0.00
103.172.111.168,2096,3,0.25,144.20,0.00
103.172.111.249,2096,3,0.25,144.42,0.00
103.172.110.100,2096,3,0.25,144.74,0.00
103.172.110.99,2096,3,0.25,145.18,0.00
103.172.110.99,2096,3,0.25,145.29,0.00
103.172.111.168,2096,3,0.25,145.30,0.00
103.172.111.168,2096,3,0.25,145.69,0.00
103.172.110.95,2096,3,0.25,145.72,0.00
103.172.110.99,2096,3,0.25,145.79,0.00
103.172.111.101,2096,3,0.25,146.06,0.00
103.172.111.168,2096,3,0.25,146.12,0.00
103.172.111.168,2096,3,0.25,146.27,0.00
140.238.48.8,2096,3,0.25,146.35,0.00
103.172.110.95,2096,3,0.25,146.49,0.00
103.172.110.95,2096,3,0.25,146.73,0.00
103.172.111.95,2096,3,0.25,146.89,0.00
103.172.111.249,2096,3,0.25,147.15,0.00
103.172.111.65,2096,3,0.25,147.26,0.00
103.172.111.95,2096,3,0.25,147.32,0.00
103.172.111.96,2096,3,0.25,147.96,0.00
131.186.41.209,2096,3,0.25,148.36,0.00
103.172.111.168,2096,3,0.25,148.49,0.00
103.172.111.65,2096,3,0.25,148.76,0.00
103.172.110.104,2096,3,0.25,148.79,0.00
154.83.2.83,2096,3,0.25,148.79,0.00
103.172.110.99,2096,3,0.25,149.14,0.00
103.172.111.99,2096,3,0.25,149.14,0.00
103.172.111.99,2096,3,0.25,149.27,0.00
103.172.110.109,2096,3,0.25,149.41,0.00
47.89.249.31,2096,3,0.25,149.64,0.00
103.172.110.96,2096,3,0.25,149.66,0.00
150.230.97.53,2096,3,0.25,149.69,0.00
103.172.110.103,2096,3,0.25,150.52,0.00
103.172.111.101,2096,3,0.25,151.29,0.00
103.172.111.245,2096,3,0.25,151.33,0.00
103.172.111.168,2096,3,0.25,151.45,0.00
103.172.111.101,2096,3,0.25,151.48,0.00
104.18.27.174,2096,3,0.25,151.74,0.00
47.89.248.137,2096,3,0.25,151.74,0.00
103.172.111.101,2096,3,0.25,151.92,0.00
103.172.110.101,2096,3,0.25,152.05,0.00
103.172.111.249,2096,3,0.25,152.11,0.00
103.172.110.100,2096,3,0.25,152.13,0.00
103.172.111.65,2096,3,0.25,152.19,0.00
103.172.111.249,2096,3,0.25,152.92,0.00
103.172.110.98,2096,3,0.25,153.00,0.00
47.88.7.176,2096,3,0.25,153.52,0.00
103.172.111.95,2096,3,0.25,153.74,0.00
131.186.56.12,2096,3,0.25,154.02,0.00
47.88.60.74,2096,3,0.25,154.26,0.00
5.226.179.31,2096,3,0.25,154.40,0.00
103.172.110.100,2096,3,0.25,154.43,0.00
103.172.110.98,2096,3,0.25,154.92,0.00
104.18.22.54,2096,3,0.25,155.13,0.00
103.172.111.249,2096,3,0.25,155.33,0.00
103.172.111.246,2096,3,0.25,155.36,0.00
103.172.110.109,2096,3,0.25,155.41,0.00
103.172.111.168,2096,3,0.25,155.86,0.00
103.160.204.149,2096,3,0.25,156.09,0.00
103.172.111.253,2096,3,0.25,156.69,0.00
103.172.110.98,2096,3,0.25,156.89,0.00
103.172.111.95,2096,3,0.25,156.93,0.00
103.172.110.96,2096,3,0.25,157.99,0.00
103.172.111.96,2096,3,0.25,158.16,0.00
103.172.110.97,2096,3,0.25,158.28,0.00
103.172.111.146,2096,3,0.25,158.35,0.00
140.83.35.197,2096,3,0.25,158.41,0.00
104.18.24.203,2096,3,0.25,158.50,0.00
103.172.111.168,2096,3,0.25,158.79,0.00
103.172.111.95,2096,3,0.25,158.93,0.00
103.172.111.168,2096,3,0.25,158.93,0.00
103.172.111.99,2096,3,0.25,159.22,0.00
47.88.79.59,2096,3,0.25,159.24,0.00
103.172.110.101,2096,3,0.25,159.34,0.00
103.172.111.99,2096,3,0.25,159.38,0.00
103.172.111.168,2096,3,0.25,159.39,0.00
47.88.13.240,2096,3,0.25,159.39,0.00
103.172.110.99,2096,3,0.25,159.50,0.00
138.2.61.59,2096,3,0.25,159.59,0.00
104.16.163.13,2096,3,0.25,160.13,0.00
141.147.190.43,2096,3,0.25,160.35,0.00
103.172.110.104,2096,3,0.25,160.35,0.00
103.172.111.253,2096,3,0.25,160.40,0.00
103.172.110.98,2096,3,0.25,160.62,0.00
47.88.7.155,2096,3,0.25,160.71,0.00
103.172.110.97,2096,3,0.25,160.78,0.00
103.172.111.101,2096,3,0.25,160.96,0.00
103.172.111.246,2096,3,0.25,161.31,0.00
103.172.110.102,2096,3,0.25,161.51,0.00
104.18.30.192,2096,3,0.25,161.85,0.00
103.172.111.168,2096,3,0.25,161.94,0.00
103.172.111.95,2096,3,0.25,162.26,0.00
103.172.110.102,2096,3,0.25,163.07,0.00
103.172.110.100,2096,3,0.25,163.42,0.00
103.172.111.168,2096,3,0.25,164.04,0.00
103.172.111.96,2096,3,0.25,164.81,0.00
103.172.110.98,2096,3,0.25,164.82,0.00
103.172.110.10,2096,3,0.25,164.86,0.00
103.172.111.106,2096,3,0.25,164.88,0.00
103.172.111.249,2096,3,0.25,165.23,0.00
103.172.111.98,2096,3,0.25,166.06,0.00
103.172.110.103,2096,3,0.25,166.21,0.00
162.159.129.70,2096,3,0.25,166.73,0.00
103.172.110.95,2096,3,0.25,166.96,0.00
47.88.25.68,2096,3,0.25,167.14,0.00
104.17.158.1,2096,3,0.25,167.21,0.00
104.18.31.151,2096,3,0.25,167.41,0.00
103.172.111.249,2096,3,0.25,168.11,0.00
103.172.110.95,2096,3,0.25,168.52,0.00
103.172.110.96,2096,3,0.25,169.26,0.00
103.172.111.101,2096,3,0.25,169.46,0.00
103.172.111.106,2096,3,0.25,169.52,0.00
103.172.111.95,2096,3,0.25,169.72,0.00
103.172.111.168,2096,3,0.25,171.20,0.00
140.83.53.173,2096,3,0.25,171.71,0.00
47.251.63.225,2096,3,0.25,172.48,0.00
103.172.111.249,2096,3,0.25,172.88,0.00
103.172.111.95,2096,3,0.25,173.07,0.00
103.172.110.98,2096,3,0.25,173.10,0.00
103.172.111.245,2096,3,0.25,173.27,0.00
103.172.111.249,2096,3,0.25,173.61,0.00
103.172.110.99,2096,3,0.25,174.33,0.00
103.172.111.168,2096,3,0.25,175.10,0.00
103.172.110.97,2096,3,0.25,175.43,0.00
103.172.110.97,2096,3,0.25,175.63,0.00
103.172.111.104,2096,3,0.25,176.38,0.00
103.172.111.168,2096,3,0.25,176.48,0.00
103.172.110.97,2096,3,0.25,177.17,0.00
103.172.111.65,2096,3,0.25,177.45,0.00
103.172.110.98,2096,3,0.25,178.38,0.00
131.186.40.130,2096,3,0.25,178.42,0.00
103.172.110.99,2096,3,0.25,178.71,0.00
103.172.110.102,2096,3,0.25,178.82,0.00
103.172.111.168,2096,3,0.25,179.02,0.00
103.172.110.95,2096,3,0.25,179.68,0.00
103.172.110.97,2096,3,0.25,179.81,0.00
103.172.110.97,2096,3,0.25,180.04,0.00
150.230.59.40,2096,3,0.25,180.05,0.00
103.172.111.168,2096,3,0.25,180.47,0.00
103.172.110.97,2096,3,0.25,180.55,0.00
103.172.111.188,2096,3,0.25,182.24,0.00
47.88.17.93,2096,3,0.25,182.57,0.00
103.172.110.10,2096,3,0.25,183.31,0.00
103.172.111.101,2096,3,0.25,184.75,0.00
103.172.111.65,2096,3,0.25,185.34,0.00
103.172.111.96,2096,3,0.25,185.58,0.00
138.2.59.36,2096,3,0.25,186.08,0.00
103.172.110.96,2096,3,0.25,186.64,0.00
103.172.111.65,2096,3,0.25,187.11,0.00
103.172.110.96,2096,3,0.25,187.13,0.00
104.22.70.169,2096,3,0.25,189.55,0.00
8.222.199.55,2096,3,0.25,189.56,0.00
103.172.111.96,2096,3,0.25,189.75,0.00
103.172.110.99,2096,3,0.25,189.97,0.00
103.172.110.98,2096,3,0.25,190.16,0.00
198.11.179.210,2096,3,0.25,190.87,0.00
138.2.37.10,2096,3,0.25,191.29,0.00
103.172.110.98,2096,3,0.25,191.87,0.00
8.222.223.34,2096,3,0.25,192.34,0.00
8.222.197.251,2096,3,0.25,192.68,0.00
103.172.111.101,2096,3,0.25,195.18,0.00
8.219.114.223,2096,3,0.25,195.19,0.00
8.219.196.24,2096,3,0.25,195.65,0.00
8.222.222.64,2096,3,0.25,197.26,0.00
103.172.110.96,2096,3,0.25,197.63,0.00
64.110.101.10,2096,3,0.25,197.85,0.00
103.172.110.101,2096,3,0.25,198.05,0.00
103.172.111.50,2096,3,0.25,198.18,0.00
103.172.110.100,2096,3,0.25,198.19,0.00
103.172.111.96,2096,3,0.25,198.54,0.00
103.172.111.95,2096,3,0.25,199.42,0.00
103.172.110.10,2096,3,0.25,200.92,0.00
103.172.110.96,2096,3,0.25,200.93,0.00
103.172.111.96,2096,3,0.25,201.61,0.00
47.88.61.230,2096,3,0.25,201.98,0.00
8.222.208.83,2096,3,0.25,202.13,0.00
103.172.111.51,2096,3,0.25,202.17,0.00
8.222.253.235,2096,3,0.25,202.59,0.00
103.172.111.246,2096,3,0.25,202.93,0.00
103.172.110.101,2096,3,0.25,203.32,0.00
8.219.123.35,2096,3,0.25,204.06,0.00
198.11.179.210,2096,3,0.25,204.25,0.00
103.172.110.100,2096,3,0.25,204.43,0.00
8.219.159.232,2096,3,0.25,204.54,0.00
103.172.110.99,2096,3,0.25,205.36,0.00
103.172.111.97,2096,3,0.25,205.71,0.00
103.172.110.98,2096,3,0.25,206.15,0.00
103.172.110.96,2096,3,0.25,206.77,0.00
103.172.110.95,2096,3,0.25,206.85,0.00
8.219.193.81,2096,3,0.25,206.90,0.00
103.172.111.96,2096,3,0.25,207.02,0.00
168.138.52.240,2096,3,0.25,207.07,0.00
47.88.14.243,2096,3,0.25,207.08,0.00
103.172.110.98,2096,3,0.25,207.14,0.00
104.22.64.81,2096,3,0.25,207.25,0.00
103.172.110.99,2096,3,0.25,207.30,0.00
168.138.47.93,2096,3,0.25,207.68,0.00
168.138.33.1,2096,3,0.25,208.36,0.00
103.172.111.95,2096,3,0.25,209.14,0.00
103.172.110.99,2096,3,0.25,209.27,0.00
104.22.22.110,2096,3,0.25,209.27,0.00
8.222.201.231,2096,3,0.25,209.31,0.00
8.219.114.223,2096,3,0.25,209.61,0.00
103.172.111.101,2096,3,0.25,210.63,0.00
103.172.111.168,2096,3,0.25,211.19,0.00
47.251.61.34,2096,3,0.25,211.41,0.00
47.88.22.49,2096,3,0.25,211.87,0.00
198.11.179.210,2096,3,0.25,212.15,0.00
103.172.111.95,2096,3,0.25,212.85,0.00
103.172.110.102,2096,3,0.25,213.79,0.00
103.172.110.95,2096,3,0.25,213.92,0.00
103.172.111.168,2096,3,0.25,214.44,0.00
103.172.111.98,2096,3,0.25,214.52,0.00
141.147.151.134,2096,3,0.25,215.09,0.00
103.172.111.98,2096,3,0.25,215.83,0.00
103.172.110.109,2096,3,0.25,216.09,0.00
8.222.197.199,2096,3,0.25,216.76,0.00
8.219.205.190,2096,3,0.25,216.77,0.00
168.138.46.111,2096,3,0.25,216.78,0.00
103.172.111.97,2096,3,0.25,217.13,0.00
103.172.110.97,2096,3,0.25,217.58,0.00
103.172.110.97,2096,3,0.25,218.51,0.00
103.172.111.95,2096,3,0.25,218.55,0.00
104.26.4.62,2096,3,0.25,219.53,0.00
103.172.111.246,2096,3,0.25,219.66,0.00
103.172.110.10,2096,3,0.25,219.75,0.00
103.172.110.98,2096,3,0.25,220.14,0.00
103.172.111.168,2096,3,0.25,220.39,0.00
103.172.111.168,2096,3,0.25,220.66,0.00
141.147.158.0,2096,3,0.25,220.83,0.00
103.172.111.168,2096,3,0.25,221.20,0.00
103.172.110.95,2096,3,0.25,221.21,0.00
103.172.110.96,2096,3,0.25,221.82,0.00
103.172.111.95,2096,3,0.25,221.88,0.00
103.172.111.101,2096,3,0.25,221.98,0.00
103.172.110.95,2096,3,0.25,223.50,0.00
103.172.111.246,2096,3,0.25,223.67,0.00
8.222.223.34,2096,3,0.25,224.05,0.00
103.172.111.246,2096,3,0.25,224.60,0.00
103.172.110.99,2096,3,0.25,224.81,0.00
103.172.111.96,2096,3,0.25,225.20,0.00
103.172.110.96,2096,3,0.25,225.28,0.00
8.222.156.205,2096,3,0.25,225.55,0.00
103.172.110.98,2096,3,0.25,225.73,0.00
103.172.111.98,2096,3,0.25,226.65,0.00
103.172.111.99,2096,3,0.25,227.31,0.00
103.172.111.101,2096,3,0.25,227.45,0.00
103.172.111.168,2096,3,0.25,227.62,0.00
103.172.110.100,2096,3,0.25,227.96,0.00
103.172.110.10,2096,3,0.25,228.13,0.00
103.172.111.253,2096,3,0.25,228.28,0.00
103.172.110.102,2096,3,0.25,228.30,0.00
103.172.110.97,2096,3,0.25,228.72,0.00
8.209.66.207,2096,3,0.25,229.04,0.00
141.147.156.103,2096,3,0.25,229.07,0.00
103.172.110.102,2096,3,0.25,229.19,0.00
103.172.110.97,2096,3,0.25,229.29,0.00
8.219.198.34,2096,3,0.25,229.67,0.00
8.209.70.126,2096,3,0.25,229.78,0.00
64.110.98.27,2096,3,0.25,230.13,0.00
103.172.111.95,2096,3,0.25,230.47,0.00
103.172.111.168,2096,3,0.25,230.49,0.00
8.219.98.13,2096,3,0.25,231.09,0.00
103.172.110.96,2096,3,0.25,231.84,0.00
8.222.221.109,2096,3,0.25,232.84,0.00
103.172.110.98,2096,3,0.25,232.85,0.00
103.172.111.101,2096,3,0.25,233.10,0.00
8.209.66.207,2096,3,0.25,233.67,0.00
168.138.38.63,2096,3,0.25,233.76,0.00
103.172.110.98,2096,3,0.25,233.81,0.00
8.209.81.84,2096,3,0.25,234.03,0.00
141.147.154.113,2096,3,0.25,234.37,0.00
8.222.162.31,2096,3,0.25,234.51,0.00
47.251.36.182,2096,3,0.25,235.15,0.00
47.251.8.206,2096,3,0.25,235.18,0.00
8.209.72.56,2096,3,0.25,236.79,0.00
8.211.2.18,2096,3,0.25,237.08,0.00
8.209.80.55,2096,3,0.25,237.14,0.00
103.172.111.95,2096,3,0.25,237.62,0.00
103.172.110.99,2096,3,0.25,237.85,0.00
8.209.112.87,2096,3,0.25,238.00,0.00
103.172.110.102,2096,3,0.25,238.29,0.00
103.172.110.99,2096,3,0.25,238.38,0.00
8.209.91.21,2096,3,0.25,238.45,0.00
8.208.25.37,2096,3,0.25,238.60,0.00
103.172.111.168,2096,3,0.25,238.62,0.00
103.172.110.99,2096,3,0.25,238.96,0.00
64.110.100.17,2096,3,0.25,238.98,0.00
47.254.131.92,2096,3,0.25,239.33,0.00
47.254.172.95,2096,3,0.25,239.40,0.00
103.172.110.98,2096,3,0.25,239.41,0.00
8.222.210.182,2096,3,0.25,239.42,0.00
8.211.2.219,2096,3,0.25,239.46,0.00
8.219.177.207,2096,3,0.25,239.56,0.00
47.91.77.97,2096,3,0.25,239.58,0.00
103.172.111.168,2096,3,0.25,239.63,0.00
8.219.215.214,2096,3,0.25,239.69,0.00
8.209.81.84,2096,3,0.25,240.14,0.00
47.254.135.201,2096,3,0.25,240.24,0.00
47.91.78.113,2096,3,0.25,240.41,0.00
8.209.108.170,2096,3,0.25,240.71,0.00
8.219.210.64,2096,3,0.25,240.72,0.00
8.209.107.31,2096,3,0.25,241.33,0.00
8.209.68.133,2096,3,0.25,241.53,0.00
8.209.107.146,2096,3,0.25,241.56,0.00
8.222.226.15,2096,3,0.25,242.03,0.00
8.222.181.177,2096,3,0.25,242.18,0.00
141.147.145.74,2096,3,0.25,242.62,0.00
8.209.88.208,2096,3,0.25,242.84,0.00
8.209.107.146,2096,3,0.25,242.84,0.00
103.172.110.98,2096,3,0.25,243.10,0.00
8.209.115.16,2096,3,0.25,243.42,0.00
103.172.110.99,2096,3,0.25,243.87,0.00
103.172.111.101,2096,3,0.25,243.93,0.00
103.172.111.246,2096,3,0.25,244.60,0.00
8.211.3.245,2096,3,0.25,245.11,0.00
47.254.172.66,2096,3,0.25,245.18,0.00
47.254.145.86,2096,3,0.25,245.20,0.00
103.172.110.104,2096,3,0.25,245.48,0.00
64.110.96.67,2096,3,0.25,245.59,0.00
8.209.76.1,2096,3,0.25,245.60,0.00
8.211.2.18,2096,3,0.25,246.47,0.00
104.26.6.4,2096,3,0.25,246.94,0.00
8.222.137.192,2096,3,0.25,247.20,0.00
103.172.111.96,2096,3,0.25,247.23,0.00
8.222.219.34,2096,3,0.25,247.37,0.00
132.145.44.85,2096,3,0.25,247.44,0.00
132.145.55.158,2096,3,0.25,248.30,0.00
103.172.110.98,2096,3,0.25,248.31,0.00
103.172.110.96,2096,3,0.25,248.39,0.00
8.222.202.163,2096,3,0.25,248.68,0.00
103.172.111.168,2096,3,0.25,248.97,0.00
8.209.80.209,2096,3,0.25,249.07,0.00
103.172.111.95,2096,3,0.25,250.54,0.00
8.211.4.122,2096,3,0.25,250.67,0.00
130.61.87.143,2096,3,0.25,250.92,0.00
47.254.172.220,2096,3,0.25,251.01,0.00
8.211.0.248,2096,3,0.25,251.19,0.00
103.172.111.101,2096,3,0.25,251.34,0.00
130.162.172.129,2096,3,0.25,251.84,0.00
130.162.170.2,2096,3,0.25,251.87,0.00
103.172.110.96,2096,3,0.25,252.01,0.00
8.219.229.46,2096,3,0.25,252.25,0.00
103.172.111.97,2096,3,0.25,252.40,0.00
8.208.26.11,2096,3,0.25,252.50,0.00
103.172.111.96,2096,3,0.25,252.81,0.00
103.172.111.252,2096,3,0.25,252.84,0.00
8.209.117.188,2096,3,0.25,253.06,0.00
8.209.111.176,2096,3,0.25,253.06,0.00
8.211.2.66,2096,3,0.25,253.55,0.00
132.145.22.230,2096,3,0.25,253.64,0.00
103.172.110.100,2096,3,0.25,253.67,0.00
144.21.60.12,2096,3,0.25,253.68,0.00
8.209.102.4,2096,3,0.25,253.73,0.00
143.47.243.193,2096,3,0.25,253.77,0.00
103.172.111.95,2096,3,0.25,253.79,0.00
47.254.131.92,2096,3,0.25,253.85,0.00
103.172.110.98,2096,3,0.25,253.93,0.00
141.144.228.81,2096,3,0.25,253.97,0.00
103.172.111.101,2096,3,0.25,254.55,0.00
47.254.155.254,2096,3,0.25,254.55,0.00
130.61.234.197,2096,3,0.25,254.82,0.00
103.172.110.96,2096,3,0.25,255.20,0.00
8.209.103.0,2096,3,0.25,255.86,0.00
47.254.155.141,2096,3,0.25,256.62,0.00
138.2.61.234,2096,3,0.25,256.62,0.00
103.172.111.168,2096,3,0.25,256.68,0.00
8.209.73.181,2096,3,0.25,256.72,0.00
132.145.50.155,2096,3,0.25,256.74,0.00
8.209.72.225,2096,3,0.25,257.04,0.00
103.172.111.101,2096,3,0.25,257.20,0.00
64.110.107.161,2096,3,0.25,257.37,0.00
8.209.112.198,2096,3,0.25,257.77,0.00
103.172.111.97,2096,3,0.25,258.13,0.00
103.172.110.97,2096,3,0.25,258.40,0.00
47.251.8.69,2096,3,0.25,258.43,0.00
144.21.62.156,2096,3,0.25,258.51,0.00
132.226.213.171,2096,3,0.25,260.10,0.00
103.172.111.168,2096,3,0.25,260.39,0.00
47.254.177.18,2096,3,0.25,260.44,0.00
8.209.66.210,2096,3,0.25,260.53,0.00
47.254.156.95,2096,3,0.25,260.57,0.00
103.172.111.101,2096,3,0.25,260.58,0.00
144.21.56.198,2096,3,0.25,260.66,0.00
8.209.76.227,2096,3,0.25,260.72,0.00
8.209.107.155,2096,3,0.25,260.78,0.00
8.209.99.138,2096,3,0.25,260.85,0.00
8.209.75.156,2096,3,0.25,261.12,0.00
8.209.79.16,2096,3,0.25,261.16,0.00
103.172.111.96,2096,3,0.25,262.12,0.00
47.254.130.228,2096,3,0.25,262.43,0.00
8.209.85.64,2096,3,0.25,262.46,0.00
8.209.85.26,2096,3,0.25,262.56,0.00
130.61.36.229,2096,3,0.25,262.67,0.00
103.172.110.98,2096,3,0.25,262.92,0.00
8.211.2.134,2096,3,0.25,262.93,0.00
103.172.111.96,2096,3,0.25,263.26,0.00
103.172.111.246,2096,3,0.25,263.81,0.00
8.209.102.165,2096,3,0.25,263.83,0.00
103.172.111.168,2096,3,0.25,264.37,0.00
168.138.35.197,2096,3,0.25,264.70,0.00
8.209.107.99,2096,3,0.25,264.70,0.00
103.172.110.96,2096,3,0.25,264.71,0.00
8.209.85.64,2096,3,0.25,265.04,0.00
103.172.110.97,2096,3,0.25,265.07,0.00
8.209.70.233,2096,3,0.25,265.08,0.00
8.209.119.20,2096,3,0.25,265.40,0.00
140.83.35.229,2096,3,0.25,265.55,0.00
132.145.50.251,2096,3,0.25,265.81,0.00
47.254.183.14,2096,3,0.25,266.11,0.00
8.209.100.1,2096,3,0.25,266.58,0.00
132.145.59.33,2096,3,0.25,266.64,0.00
103.172.111.168,2096,3,0.25,266.77,0.00
8.211.8.70,2096,3,0.25,266.89,0.00
132.145.34.123,2096,3,0.25,267.27,0.00
8.209.75.156,2096,3,0.25,267.56,0.00
103.172.111.95,2096,3,0.25,267.58,0.00
8.209.85.26,2096,3,0.25,267.79,0.00
103.172.111.101,2096,3,0.25,268.08,0.00
103.172.110.96,2096,3,0.25,268.11,0.00
103.172.111.101,2096,3,0.25,268.30,0.00
103.172.111.98,2096,3,0.25,268.31,0.00
138.2.55.213,2096,3,0.25,268.40,0.00
8.211.6.183,2096,3,0.25,268.53,0.00
8.211.2.67,2096,3,0.25,268.57,0.00
8.209.103.188,2096,3,0.25,268.78,0.00
8.209.110.27,2096,3,0.25,268.83,0.00
8.209.99.141,2096,3,0.25,268.89,0.00
8.209.111.39,2096,3,0.25,269.19,0.00
8.209.105.97,2096,3,0.25,269.56,0.00
8.209.119.146,2096,3,0.25,269.99,0.00
103.172.111.168,2096,3,0.25,270.00,0.00
47.91.65.45,2096,3,0.25,270.15,0.00
8.209.97.162,2096,3,0.25,270.16,0.00
103.172.111.168,2096,3,0.25,270.17,0.00
103.172.111.168,2096,3,0.25,270.51,0.00
103.172.111.95,2096,3,0.25,271.03,0.00
143.47.239.247,2096,3,0.25,271.37,0.00
103.172.110.96,2096,3,0.25,271.45,0.00
103.172.110.96,2096,3,0.25,271.70,0.00
103.172.110.95,2096,3,0.25,272.14,0.00
152.67.140.213,2096,3,0.25,272.38,0.00
8.209.116.131,2096,3,0.25,272.62,0.00
130.162.177.83,2096,3,0.25,272.88,0.00
8.209.89.243,2096,3,0.25,272.98,0.00
103.172.111.99,2096,3,0.25,273.08,0.00
8.209.114.214,2096,3,0.25,273.76,0.00
103.172.111.246,2096,3,0.25,274.05,0.00
103.172.110.95,2096,3,0.25,274.31,0.00
103.172.111.246,2096,3,0.25,274.56,0.00
103.172.110.96,2096,3,0.25,274.82,0.00
8.209.72.225,2096,3,0.25,274.84,0.00
103.172.111.95,2096,3,0.25,275.35,0.00
47.91.95.2,2096,3,0.25,275.46,0.00
103.172.111.122,2096,3,0.25,275.96,0.00
8.209.73.101,2096,3,0.25,276.00,0.00
103.172.111.95,2096,3,0.25,276.69,0.00
103.172.110.99,2096,3,0.25,276.89,0.00
8.209.107.146,2096,3,0.25,276.89,0.00
8.211.4.54,2096,3,0.25,276.90,0.00
8.209.65.58,2096,3,0.25,277.21,0.00
103.172.111.246,2096,3,0.25,277.44,0.00
103.172.111.246,2096,3,0.25,277.52,0.00
8.209.67.86,2096,3,0.25,278.12,0.00
103.172.111.96,2096,3,0.25,278.46,0.00
8.209.108.248,2096,3,0.25,278.50,0.00
47.91.67.113,2096,3,0.25,278.77,0.00
103.172.111.96,2096,3,0.25,278.87,0.00
132.226.212.11,2096,3,0.25,278.98,0.00
103.172.111.99,2096,3,0.25,279.16,0.00
103.172.111.101,2096,3,0.25,279.37,0.00
103.172.110.96,2096,3,0.25,279.51,0.00
103.172.111.168,2096,3,0.25,279.74,0.00
103.172.111.246,2096,3,0.25,280.60,0.00
103.172.111.98,2096,3,0.25,281.35,0.00
103.172.110.97,2096,3,0.25,282.08,0.00
103.172.111.101,2096,3,0.25,282.33,0.00
103.172.111.168,2096,3,0.25,283.28,0.00
103.172.111.101,2096,3,0.25,283.36,0.00
103.172.111.101,2096,3,0.25,283.39,0.00
8.209.119.146,2096,3,0.25,283.40,0.00
8.209.68.147,2096,3,0.25,283.99,0.00
130.162.255.154,2096,3,0.25,285.13,0.00
103.172.111.168,2096,3,0.25,285.89,0.00
103.172.110.97,2096,3,0.25,286.00,0.00
103.172.111.96,2096,3,0.25,286.33,0.00
8.209.110.66,2096,3,0.25,286.68,0.00
103.172.111.168,2096,3,0.25,286.94,0.00
8.209.114.214,2096,3,0.25,287.00,0.00
103.172.110.95,2096,3,0.25,287.09,0.00
103.172.111.106,2096,3,0.25,287.10,0.00
103.172.110.95,2096,3,0.25,288.44,0.00
8.209.111.39,2096,3,0.25,288.57,0.00
130.61.226.121,2096,3,0.25,288.66,0.00
103.172.111.99,2096,3,0.25,288.92,0.00
8.209.106.31,2096,3,0.25,289.41,0.00
103.172.110.104,2096,3,0.25,289.45,0.00
140.238.31.16,2096,3,0.25,290.26,0.00
103.172.111.168,2096,3,0.25,290.33,0.00
8.209.98.97,2096,3,0.25,290.46,0.00
103.172.111.97,2096,3,0.25,291.02,0.00
103.172.110.98,2096,3,0.25,292.35,0.00
8.209.110.156,2096,3,0.25,292.89,0.00
103.172.111.168,2096,3,0.25,293.99,0.00
103.172.110.98,2096,3,0.25,294.23,0.00
130.61.233.156,2096,3,0.25,294.38,0.00
103.172.111.96,2096,3,0.25,295.48,0.00
103.172.111.101,2096,3,0.25,295.70,0.00
103.172.111.95,2096,3,0.25,295.84,0.00
130.162.163.139,2096,3,0.25,296.04,0.00
8.209.88.115,2096,3,0.25,296.29,0.00
8.209.72.56,2096,3,0.25,296.35,0.00
8.209.119.56,2096,3,0.25,296.37,0.00
103.172.111.101,2096,3,0.25,298.14,0.00
103.172.111.95,2096,3,0.25,298.34,0.00
130.61.226.172,2096,3,0.25,298.85,0.00
103.172.111.95,2096,3,0.25,299.70,0.00
8.209.72.14,2096,3,0.25,299.76,0.00
8.209.111.200,2096,3,0.25,299.84,0.00
103.172.111.106,2096,3,0.25,301.48,0.00
103.172.111.95,2096,3,0.25,301.63,0.00
103.172.111.123,2096,3,0.25,301.73,0.00
8.209.112.87,2096,3,0.25,302.03,0.00
