IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.172.110.95,4,1,0.75,448.40,0.00
103.172.111.168,4,1,0.75,450.92,0.00
103.172.110.96,4,1,0.75,451.17,0.00
103.172.110.98,4,1,0.75,452.18,0.00
101.100.231.43,4,1,0.75,455.31,0.00
103.172.111.101,4,1,0.75,456.59,0.00
103.172.110.97,4,1,0.75,458.62,0.00
103.172.110.95,4,1,0.75,460.43,0.00
103.172.110.98,4,1,0.75,463.98,0.00
103.172.110.95,4,1,0.75,470.12,0.00
103.172.110.96,4,1,0.75,471.08,0.00
103.172.111.106,4,1,0.75,472.64,0.00
103.172.110.98,4,1,0.75,474.21,0.00
103.172.110.97,4,1,0.75,474.53,0.00
103.172.110.102,4,1,0.75,479.00,0.00
103.172.111.143,4,1,0.75,480.27,0.00
103.172.111.168,4,1,0.75,488.33,0.00
103.172.110.97,4,1,0.75,489.12,0.00
148.72.88.25,4,1,0.75,493.28,0.00
103.172.110.96,4,1,0.75,496.99,0.00
103.172.110.99,4,1,0.75,497.03,0.00
103.172.111.98,4,1,0.75,499.33,0.00
103.172.111.168,4,1,0.75,502.05,0.00
103.172.111.96,4,1,0.75,504.53,0.00
103.172.111.99,4,1,0.75,515.19,0.00
103.172.110.99,4,1,0.75,519.99,0.00
103.172.110.96,4,1,0.75,524.48,0.00
103.172.110.98,4,1,0.75,529.93,0.00
103.172.110.95,4,1,0.75,531.07,0.00
103.172.110.99,4,1,0.75,532.37,0.00
103.172.110.10,4,1,0.75,535.80,0.00
103.172.110.10,4,1,0.75,536.44,0.00
103.172.111.168,4,1,0.75,537.67,0.00
103.172.111.253,4,1,0.75,539.29,0.00
103.172.111.168,4,1,0.75,542.10,0.00
103.172.111.168,4,1,0.75,544.11,0.00
103.172.111.106,4,1,0.75,544.90,0.00
103.172.110.98,4,1,0.75,550.79,0.00
184.168.107.122,4,1,0.75,553.42,0.00
103.172.111.101,4,1,0.75,557.65,0.00
103.172.111.246,4,1,0.75,567.83,0.00
103.172.110.96,4,1,0.75,569.05,0.00
103.172.110.99,4,1,0.75,571.22,0.00
103.172.111.98,4,1,0.75,572.85,0.00
103.172.110.99,4,1,0.75,573.44,0.00
103.172.111.106,4,1,0.75,577.23,0.00
103.172.110.95,4,1,0.75,580.83,0.00
103.172.111.168,4,1,0.75,592.68,0.00
103.172.110.99,4,1,0.75,596.56,0.00
103.172.111.95,4,1,0.75,603.56,0.00
103.172.110.95,4,1,0.75,611.01,0.00
103.172.111.101,4,1,0.75,618.22,0.00
