IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.172.110.96,4,2,0.50,113.70,0.00
103.172.110.98,4,2,0.50,113.75,0.00
103.172.110.97,4,2,0.50,113.79,0.00
103.172.110.97,4,2,0.50,114.03,0.00
103.172.110.95,4,2,0.50,114.99,0.00
103.172.110.104,4,2,0.50,115.67,0.00
103.172.110.96,4,2,0.50,116.77,0.00
103.172.110.99,4,2,0.50,118.16,0.00
103.172.110.99,4,2,0.50,118.51,0.00
103.172.110.99,4,2,0.50,119.23,0.00
103.172.110.99,4,2,0.50,119.33,0.00
103.172.110.96,4,2,0.50,119.88,0.00
103.172.110.96,4,2,0.50,120.65,0.00
103.172.110.95,4,2,0.50,121.20,0.00
103.172.110.98,4,2,0.50,123.73,0.00
103.172.110.95,4,2,0.50,124.38,0.00
103.172.110.96,4,2,0.50,125.18,0.00
103.172.110.98,4,2,0.50,126.38,0.00
103.172.110.95,4,2,0.50,126.41,0.00
103.172.110.98,4,2,0.50,126.58,0.00
103.172.110.97,4,2,0.50,127.59,0.00
103.172.110.97,4,2,0.50,127.97,0.00
103.172.110.95,4,2,0.50,128.20,0.00
103.172.110.99,4,2,0.50,129.14,0.00
103.172.110.98,4,2,0.50,129.18,0.00
103.172.110.96,4,2,0.50,130.74,0.00
103.172.110.98,4,2,0.50,130.85,0.00
103.172.110.95,4,2,0.50,132.05,0.00
103.172.111.65,4,2,0.50,132.40,0.00
103.172.110.98,4,2,0.50,132.66,0.00
103.172.110.111,4,2,0.50,132.71,0.00
103.172.110.97,4,2,0.50,132.86,0.00
103.172.110.10,4,2,0.50,133.56,0.00
103.172.110.95,4,2,0.50,133.76,0.00
103.172.110.99,4,2,0.50,134.03,0.00
103.172.110.95,4,2,0.50,134.36,0.00
103.172.110.96,4,2,0.50,134.93,0.00
103.172.110.98,4,2,0.50,135.00,0.00
103.172.111.65,4,2,0.50,135.71,0.00
103.172.110.98,4,2,0.50,136.20,0.00
103.172.110.97,4,2,0.50,136.30,0.00
103.172.111.101,4,2,0.50,136.49,0.00
103.172.110.10,4,2,0.50,138.32,0.00
103.172.110.98,4,2,0.50,138.32,0.00
103.172.110.96,4,2,0.50,138.43,0.00
103.172.111.96,4,2,0.50,138.48,0.00
103.172.111.65,4,2,0.50,138.67,0.00
103.172.110.99,4,2,0.50,138.88,0.00
103.172.110.98,4,2,0.50,139.02,0.00
103.172.111.96,4,2,0.50,139.55,0.00
103.172.111.101,4,2,0.50,139.91,0.00
103.172.111.65,4,2,0.50,140.25,0.00
103.172.110.97,4,2,0.50,140.48,0.00
158.180.89.206,4,2,0.50,140.53,0.00
103.172.111.65,4,2,0.50,140.59,0.00
103.172.110.102,4,2,0.50,140.64,0.00
103.172.110.98,4,2,0.50,141.64,0.00
103.172.110.97,4,2,0.50,141.84,0.00
103.172.110.100,4,2,0.50,143.18,0.00
103.172.111.101,4,2,0.50,143.56,0.00
103.172.110.95,4,2,0.50,143.60,0.00
103.172.110.109,4,2,0.50,144.68,0.00
103.172.110.95,4,2,0.50,145.03,0.00
103.172.110.95,4,2,0.50,145.82,0.00
103.172.111.246,4,2,0.50,145.95,0.00
103.172.110.100,4,2,0.50,146.18,0.00
103.172.111.106,4,2,0.50,146.33,0.00
103.172.111.249,4,2,0.50,146.51,0.00
103.172.111.65,4,2,0.50,146.57,0.00
158.180.87.22,4,2,0.50,146.82,0.00
103.172.110.104,4,2,0.50,147.26,0.00
158.180.84.151,4,2,0.50,147.84,0.00
103.172.111.98,4,2,0.50,147.97,0.00
103.172.110.95,4,2,0.50,148.92,0.00
103.172.110.96,4,2,0.50,150.29,0.00
103.172.111.249,4,2,0.50,152.34,0.00
103.172.111.246,4,2,0.50,152.50,0.00
103.172.111.249,4,2,0.50,152.70,0.00
103.172.111.249,4,2,0.50,152.72,0.00
129.154.61.208,4,2,0.50,153.46,0.00
103.172.111.65,4,2,0.50,154.18,0.00
103.172.111.95,4,2,0.50,155.47,0.00
103.172.111.101,4,2,0.50,155.49,0.00
103.172.111.168,4,2,0.50,155.64,0.00
103.172.111.168,4,2,0.50,156.76,0.00
103.172.111.96,4,2,0.50,157.36,0.00
158.180.78.33,4,2,0.50,157.41,0.00
103.172.110.99,4,2,0.50,157.48,0.00
103.172.111.96,4,2,0.50,158.72,0.00
103.172.111.250,4,2,0.50,159.69,0.00
103.172.110.99,4,2,0.50,159.94,0.00
103.172.111.168,4,2,0.50,160.06,0.00
103.172.111.168,4,2,0.50,160.20,0.00
103.172.110.10,4,2,0.50,161.19,0.00
103.172.111.168,4,2,0.50,161.36,0.00
103.172.111.252,4,2,0.50,161.37,0.00
103.172.111.168,4,2,0.50,162.01,0.00
103.172.111.96,4,2,0.50,162.59,0.00
103.172.111.96,4,2,0.50,162.79,0.00
103.172.110.95,4,2,0.50,162.85,0.00
103.172.111.250,4,2,0.50,162.91,0.00
103.172.110.102,4,2,0.50,163.68,0.00
103.172.111.168,4,2,0.50,163.97,0.00
103.172.111.101,4,2,0.50,164.37,0.00
103.172.111.249,4,2,0.50,164.40,0.00
103.172.111.168,4,2,0.50,164.54,0.00
103.172.110.109,4,2,0.50,165.02,0.00
103.172.111.168,4,2,0.50,165.22,0.00
103.172.110.98,4,2,0.50,165.44,0.00
103.172.111.168,4,2,0.50,165.75,0.00
103.172.110.97,4,2,0.50,165.89,0.00
158.180.67.192,4,2,0.50,165.91,0.00
103.172.110.96,4,2,0.50,166.45,0.00
103.172.111.168,4,2,0.50,166.65,0.00
103.172.111.97,4,2,0.50,166.90,0.00
103.172.111.95,4,2,0.50,167.06,0.00
103.172.111.168,4,2,0.50,167.13,0.00
103.172.110.98,4,2,0.50,167.43,0.00
103.172.111.98,4,2,0.50,167.58,0.00
103.172.111.95,4,2,0.50,167.60,0.00
103.172.111.50,4,2,0.50,167.63,0.00
103.172.111.101,4,2,0.50,168.04,0.00
158.180.66.96,4,2,0.50,168.22,0.00
103.172.111.168,4,2,0.50,168.40,0.00
103.172.110.10,4,2,0.50,168.68,0.00
103.172.110.98,4,2,0.50,168.68,0.00
103.172.111.168,4,2,0.50,169.10,0.00
103.172.110.99,4,2,0.50,169.65,0.00
103.172.110.103,4,2,0.50,170.01,0.00
103.172.111.168,4,2,0.50,170.35,0.00
103.172.111.168,4,2,0.50,171.91,0.00
103.172.110.95,4,2,0.50,171.94,0.00
103.172.111.248,4,2,0.50,171.96,0.00
103.172.111.168,4,2,0.50,173.37,0.00
103.172.111.168,4,2,0.50,173.69,0.00
103.172.110.97,4,2,0.50,174.36,0.00
103.172.111.253,4,2,0.50,174.52,0.00
103.172.111.249,4,2,0.50,175.52,0.00
103.172.110.95,4,2,0.50,175.74,0.00
103.172.110.95,4,2,0.50,176.60,0.00
103.172.110.95,4,2,0.50,176.89,0.00
103.172.110.10,4,2,0.50,177.03,0.00
103.172.110.10,4,2,0.50,178.11,0.00
103.172.111.168,4,2,0.50,178.30,0.00
103.172.111.101,4,2,0.50,178.47,0.00
158.180.94.194,4,2,0.50,178.78,0.00
103.172.111.246,4,2,0.50,178.88,0.00
103.172.111.168,4,2,0.50,179.05,0.00
103.172.110.97,4,2,0.50,179.56,0.00
103.172.110.99,4,2,0.50,181.32,0.00
103.172.110.10,4,2,0.50,182.00,0.00
103.172.111.95,4,2,0.50,182.98,0.00
103.172.111.246,4,2,0.50,183.11,0.00
103.172.111.99,4,2,0.50,183.26,0.00
103.172.111.246,4,2,0.50,183.52,0.00
103.172.111.95,4,2,0.50,183.89,0.00
103.172.110.96,4,2,0.50,184.15,0.00
103.172.111.96,4,2,0.50,184.22,0.00
103.172.111.95,4,2,0.50,184.67,0.00
103.172.111.246,4,2,0.50,187.95,0.00
103.172.111.168,4,2,0.50,188.15,0.00
103.172.111.168,4,2,0.50,189.85,0.00
103.172.111.168,4,2,0.50,189.88,0.00
103.172.111.98,4,2,0.50,190.93,0.00
103.172.111.98,4,2,0.50,191.85,0.00
103.172.110.97,4,2,0.50,193.28,0.00
103.172.110.95,4,2,0.50,193.55,0.00
103.172.110.99,4,2,0.50,194.36,0.00
103.172.110.98,4,2,0.50,194.38,0.00
103.172.110.95,4,2,0.50,194.80,0.00
103.172.111.101,4,2,0.50,195.03,0.00
103.172.110.103,4,2,0.50,195.81,0.00
103.172.111.95,4,2,0.50,198.45,0.00
103.172.111.101,4,2,0.50,198.47,0.00
103.172.111.168,4,2,0.50,198.77,0.00
158.180.66.248,4,2,0.50,198.93,0.00
103.172.111.168,4,2,0.50,199.08,0.00
103.172.111.168,4,2,0.50,199.35,0.00
103.172.111.98,4,2,0.50,199.37,0.00
103.172.111.97,4,2,0.50,199.64,0.00
103.172.111.200,4,2,0.50,199.65,0.00
103.172.111.98,4,2,0.50,199.79,0.00
103.172.111.95,4,2,0.50,199.87,0.00
103.172.110.98,4,2,0.50,201.89,0.00
103.172.110.97,4,2,0.50,202.53,0.00
103.172.111.246,4,2,0.50,203.12,0.00
103.172.111.249,4,2,0.50,203.16,0.00
103.172.110.100,4,2,0.50,203.48,0.00
103.172.110.97,4,2,0.50,204.19,0.00
103.172.110.97,4,2,0.50,204.32,0.00
103.172.111.101,4,2,0.50,204.34,0.00
103.172.111.99,4,2,0.50,204.62,0.00
103.172.110.101,4,2,0.50,206.26,0.00
103.172.111.96,4,2,0.50,206.37,0.00
103.172.111.95,4,2,0.50,206.76,0.00
103.172.111.101,4,2,0.50,207.61,0.00
103.172.111.168,4,2,0.50,208.78,0.00
8.219.193.97,4,2,0.50,208.89,0.00
103.172.111.95,4,2,0.50,209.06,0.00
103.172.111.95,4,2,0.50,209.40,0.00
103.172.110.96,4,2,0.50,210.04,0.00
103.172.110.100,4,2,0.50,211.82,0.00
103.172.111.98,4,2,0.50,211.90,0.00
103.172.110.100,4,2,0.50,212.68,0.00
103.172.111.168,4,2,0.50,212.95,0.00
103.172.110.95,4,2,0.50,213.20,0.00
103.172.110.101,4,2,0.50,214.38,0.00
103.172.111.95,4,2,0.50,214.58,0.00
103.172.111.97,4,2,0.50,216.30,0.00
103.172.110.98,4,2,0.50,216.74,0.00
103.172.111.97,4,2,0.50,216.93,0.00
103.172.111.99,4,2,0.50,217.06,0.00
103.172.111.97,4,2,0.50,217.12,0.00
103.172.110.10,4,2,0.50,218.43,0.00
103.172.111.96,4,2,0.50,219.51,0.00
103.172.110.99,4,2,0.50,219.72,0.00
103.172.111.168,4,2,0.50,219.92,0.00
103.172.111.154,4,2,0.50,220.43,0.00
103.172.110.98,4,2,0.50,220.47,0.00
8.222.156.205,4,2,0.50,221.04,0.00
103.172.110.96,4,2,0.50,222.63,0.00
103.172.110.104,4,2,0.50,222.96,0.00
103.172.111.122,4,2,0.50,223.48,0.00
103.172.111.168,4,2,0.50,225.88,0.00
103.172.110.96,4,2,0.50,226.23,0.00
103.172.110.99,4,2,0.50,226.53,0.00
103.172.110.100,4,2,0.50,227.49,0.00
103.172.110.95,4,2,0.50,228.43,0.00
103.172.111.97,4,2,0.50,229.31,0.00
103.172.110.109,4,2,0.50,229.35,0.00
103.172.111.101,4,2,0.50,229.74,0.00
103.172.111.196,4,2,0.50,230.00,0.00
103.172.111.106,4,2,0.50,230.09,0.00
103.172.110.98,4,2,0.50,230.30,0.00
103.172.111.165,4,2,0.50,232.16,0.00
103.172.110.104,4,2,0.50,232.45,0.00
103.172.111.106,4,2,0.50,233.05,0.00
103.172.111.95,4,2,0.50,234.13,0.00
103.172.110.100,4,2,0.50,234.38,0.00
103.172.110.97,4,2,0.50,235.12,0.00
103.172.111.168,4,2,0.50,235.36,0.00
103.172.110.108,4,2,0.50,235.50,0.00
103.172.111.95,4,2,0.50,236.14,0.00
103.172.111.246,4,2,0.50,237.44,0.00
103.172.111.99,4,2,0.50,237.47,0.00
103.172.110.99,4,2,0.50,237.97,0.00
103.172.110.97,4,2,0.50,238.66,0.00
103.172.110.98,4,2,0.50,239.53,0.00
103.172.111.96,4,2,0.50,239.81,0.00
103.172.110.97,4,2,0.50,241.73,0.00
103.172.110.99,4,2,0.50,242.35,0.00
47.254.146.33,4,2,0.50,243.12,0.00
103.172.110.100,4,2,0.50,243.95,0.00
8.209.68.133,4,2,0.50,244.11,0.00
103.172.110.98,4,2,0.50,244.75,0.00
103.172.111.96,4,2,0.50,245.11,0.00
103.172.110.96,4,2,0.50,245.48,0.00
103.172.110.99,4,2,0.50,246.56,0.00
103.172.110.104,4,2,0.50,246.97,0.00
103.172.111.101,4,2,0.50,247.14,0.00
103.172.111.98,4,2,0.50,248.07,0.00
8.208.26.11,4,2,0.50,248.09,0.00
103.172.110.99,4,2,0.50,248.35,0.00
103.172.110.100,4,2,0.50,251.07,0.00
103.172.110.96,4,2,0.50,251.57,0.00
103.172.111.168,4,2,0.50,251.91,0.00
103.172.110.99,4,2,0.50,252.21,0.00
103.172.111.168,4,2,0.50,252.61,0.00
103.172.111.95,4,2,0.50,252.78,0.00
103.172.110.102,4,2,0.50,252.98,0.00
103.172.110.95,4,2,0.50,253.06,0.00
150.230.98.103,4,2,0.50,253.32,0.00
103.172.110.96,4,2,0.50,253.61,0.00
103.172.110.98,4,2,0.50,254.15,0.00
103.172.111.98,4,2,0.50,254.37,0.00
103.172.110.95,4,2,0.50,255.44,0.00
103.172.110.99,4,2,0.50,255.81,0.00
103.172.110.95,4,2,0.50,256.02,0.00
103.172.110.99,4,2,0.50,256.66,0.00
103.172.111.101,4,2,0.50,257.04,0.00
103.172.110.97,4,2,0.50,257.14,0.00
103.172.110.95,4,2,0.50,257.37,0.00
8.211.2.66,4,2,0.50,258.16,0.00
103.172.110.98,4,2,0.50,259.47,0.00
103.172.110.97,4,2,0.50,260.49,0.00
103.172.110.97,4,2,0.50,260.87,0.00
103.172.110.99,4,2,0.50,261.02,0.00
103.172.111.168,4,2,0.50,261.83,0.00
103.172.111.168,4,2,0.50,261.89,0.00
103.172.111.95,4,2,0.50,262.00,0.00
8.209.76.227,4,2,0.50,262.28,0.00
103.172.110.104,4,2,0.50,263.03,0.00
103.172.110.95,4,2,0.50,264.32,0.00
103.172.111.168,4,2,0.50,264.47,0.00
103.172.110.99,4,2,0.50,265.58,0.00
103.172.110.100,4,2,0.50,266.15,0.00
103.172.110.10,4,2,0.50,266.96,0.00
103.172.111.167,4,2,0.50,268.33,0.00
103.172.110.101,4,2,0.50,268.79,0.00
103.172.110.96,4,2,0.50,269.86,0.00
103.172.111.101,4,2,0.50,269.94,0.00
103.172.110.96,4,2,0.50,270.07,0.00
103.172.111.106,4,2,0.50,270.15,0.00
103.172.111.168,4,2,0.50,271.85,0.00
103.172.110.98,4,2,0.50,273.11,0.00
103.172.111.96,4,2,0.50,273.32,0.00
103.172.111.101,4,2,0.50,273.38,0.00
103.172.110.96,4,2,0.50,273.81,0.00
103.172.110.97,4,2,0.50,273.90,0.00
8.222.137.192,4,2,0.50,274.22,0.00
8.209.88.234,4,2,0.50,274.72,0.00
103.172.110.10,4,2,0.50,275.48,0.00
103.172.110.98,4,2,0.50,275.75,0.00
47.91.89.95,4,2,0.50,277.76,0.00
103.172.111.95,4,2,0.50,278.80,0.00
103.172.110.109,4,2,0.50,278.98,0.00
103.172.110.95,4,2,0.50,279.17,0.00
103.172.110.10,4,2,0.50,279.45,0.00
103.172.110.97,4,2,0.50,279.55,0.00
103.172.111.168,4,2,0.50,280.78,0.00
103.172.110.99,4,2,0.50,281.09,0.00
8.209.85.26,4,2,0.50,281.15,0.00
103.172.111.101,4,2,0.50,281.43,0.00
103.172.110.98,4,2,0.50,281.70,0.00
103.172.111.168,4,2,0.50,282.55,0.00
103.172.110.95,4,2,0.50,282.65,0.00
103.172.110.95,4,2,0.50,282.69,0.00
103.172.110.98,4,2,0.50,283.41,0.00
103.172.110.98,4,2,0.50,283.44,0.00
8.209.107.31,4,2,0.50,283.61,0.00
103.172.111.106,4,2,0.50,284.42,0.00
103.172.110.99,4,2,0.50,285.72,0.00
103.172.110.95,4,2,0.50,287.54,0.00
103.172.110.96,4,2,0.50,287.73,0.00
103.172.110.96,4,2,0.50,288.45,0.00
103.172.111.98,4,2,0.50,288.51,0.00
103.172.110.98,4,2,0.50,288.52,0.00
103.172.111.101,4,2,0.50,289.63,0.00
103.172.110.99,4,2,0.50,290.34,0.00
103.172.111.95,4,2,0.50,290.77,0.00
103.172.111.97,4,2,0.50,290.95,0.00
8.209.117.14,4,2,0.50,291.16,0.00
103.172.110.97,4,2,0.50,292.10,0.00
103.172.111.95,4,2,0.50,292.49,0.00
8.209.106.10,4,2,0.50,292.94,0.00
103.172.110.96,4,2,0.50,293.31,0.00
103.172.111.101,4,2,0.50,293.47,0.00
103.172.111.101,4,2,0.50,294.80,0.00
103.172.110.98,4,2,0.50,294.84,0.00
103.172.110.99,4,2,0.50,294.88,0.00
103.172.110.99,4,2,0.50,295.10,0.00
103.172.111.99,4,2,0.50,297.15,0.00
103.172.110.98,4,2,0.50,297.33,0.00
103.172.111.101,4,2,0.50,297.48,0.00
103.172.111.168,4,2,0.50,297.83,0.00
103.172.110.97,4,2,0.50,298.10,0.00
103.172.111.97,4,2,0.50,299.39,0.00
8.209.90.110,4,2,0.50,299.70,0.00
103.172.110.96,4,2,0.50,300.50,0.00
103.172.111.168,4,2,0.50,300.50,0.00
8.209.101.141,4,2,0.50,300.59,0.00
103.172.110.96,4,2,0.50,300.73,0.00
103.172.110.97,4,2,0.50,301.82,0.00
103.172.110.95,4,2,0.50,303.32,0.00
8.209.85.26,4,2,0.50,303.42,0.00
103.172.110.99,4,2,0.50,305.06,0.00
103.172.110.98,4,2,0.50,305.19,0.00
103.172.111.168,4,2,0.50,306.06,0.00
103.172.110.99,4,2,0.50,306.63,0.00
103.172.110.95,4,2,0.50,306.90,0.00
8.209.98.70,4,2,0.50,306.92,0.00
8.209.119.146,4,2,0.50,308.27,0.00
103.172.110.99,4,2,0.50,309.43,0.00
143.198.205.88,4,2,0.50,309.71,0.00
103.172.110.99,4,2,0.50,310.83,0.00
8.209.99.4,4,2,0.50,311.30,0.00
103.172.110.95,4,2,0.50,312.05,0.00
103.172.110.10,4,2,0.50,313.08,0.00
103.172.111.101,4,2,0.50,313.22,0.00
8.211.5.247,4,2,0.50,313.32,0.00
140.238.48.8,4,2,0.50,313.41,0.00
103.172.110.96,4,2,0.50,313.73,0.00
103.172.110.97,4,2,0.50,313.74,0.00
103.172.110.10,4,2,0.50,313.95,0.00
103.172.111.106,4,2,0.50,314.24,0.00
209.97.168.49,4,2,0.50,314.95,0.00
103.172.110.97,4,2,0.50,315.69,0.00
8.209.73.234,4,2,0.50,315.71,0.00
8.209.75.106,4,2,0.50,317.57,0.00
103.172.110.97,4,2,0.50,318.06,0.00
103.172.110.96,4,2,0.50,318.11,0.00
103.172.110.96,4,2,0.50,318.13,0.00
103.172.110.99,4,2,0.50,318.81,0.00
103.172.110.99,4,2,0.50,319.67,0.00
103.172.110.97,4,2,0.50,319.94,0.00
103.172.110.97,4,2,0.50,320.25,0.00
103.172.111.168,4,2,0.50,320.28,0.00
103.172.110.97,4,2,0.50,320.88,0.00
8.211.0.248,4,2,0.50,321.44,0.00
103.172.110.98,4,2,0.50,322.52,0.00
8.209.119.20,4,2,0.50,323.12,0.00
103.172.111.101,4,2,0.50,323.24,0.00
103.172.110.98,4,2,0.50,323.74,0.00
103.172.110.99,4,2,0.50,325.28,0.00
103.172.110.99,4,2,0.50,325.34,0.00
103.172.111.96,4,2,0.50,325.35,0.00
103.172.110.98,4,2,0.50,325.39,0.00
103.172.110.96,4,2,0.50,325.51,0.00
8.209.119.2,4,2,0.50,326.07,0.00
103.172.110.95,4,2,0.50,327.12,0.00
103.172.110.95,4,2,0.50,327.36,0.00
103.172.111.101,4,2,0.50,328.20,0.00
103.172.110.96,4,2,0.50,330.08,0.00
103.172.110.95,4,2,0.50,330.33,0.00
103.172.110.96,4,2,0.50,330.66,0.00
103.172.110.102,4,2,0.50,331.71,0.00
8.209.119.146,4,2,0.50,332.52,0.00
103.172.111.246,4,2,0.50,332.65,0.00
103.172.111.101,4,2,0.50,333.16,0.00
103.172.111.168,4,2,0.50,333.81,0.00
103.172.110.101,4,2,0.50,333.81,0.00
103.172.110.96,4,2,0.50,334.03,0.00
207.127.91.76,4,2,0.50,335.14,0.00
103.172.111.96,4,2,0.50,335.52,0.00
103.172.110.10,4,2,0.50,336.55,0.00
103.172.110.10,4,2,0.50,336.55,0.00
103.172.111.168,4,2,0.50,337.21,0.00
103.172.111.101,4,2,0.50,337.67,0.00
141.147.158.93,4,2,0.50,337.92,0.00
103.172.110.96,4,2,0.50,338.27,0.00
103.172.110.103,4,2,0.50,339.79,0.00
103.172.110.95,4,2,0.50,340.05,0.00
103.172.110.99,4,2,0.50,340.42,0.00
103.172.111.168,4,2,0.50,340.52,0.00
103.172.110.99,4,2,0.50,340.85,0.00
103.172.110.10,4,2,0.50,341.55,0.00
103.172.110.99,4,2,0.50,341.64,0.00
103.172.110.95,4,2,0.50,342.01,0.00
207.127.93.0,4,2,0.50,343.73,0.00
103.172.110.96,4,2,0.50,343.75,0.00
103.172.110.98,4,2,0.50,343.80,0.00
103.172.110.99,4,2,0.50,344.40,0.00
103.172.111.168,4,2,0.50,346.56,0.00
207.127.90.181,4,2,0.50,346.64,0.00
103.172.111.246,4,2,0.50,346.71,0.00
103.172.111.96,4,2,0.50,346.97,0.00
103.172.110.98,4,2,0.50,346.99,0.00
8.209.119.216,4,2,0.50,347.30,0.00
103.172.111.96,4,2,0.50,347.47,0.00
8.209.111.39,4,2,0.50,347.57,0.00
167.172.83.180,4,2,0.50,347.80,0.00
103.172.111.101,4,2,0.50,347.94,0.00
103.172.110.99,4,2,0.50,348.03,0.00
103.172.110.95,4,2,0.50,348.32,0.00
103.172.110.98,4,2,0.50,349.61,0.00
103.172.111.246,4,2,0.50,350.17,0.00
103.172.110.98,4,2,0.50,350.29,0.00
103.172.111.168,4,2,0.50,350.48,0.00
103.172.111.168,4,2,0.50,350.88,0.00
103.172.110.99,4,2,0.50,351.21,0.00
103.172.111.101,4,2,0.50,352.94,0.00
172.104.58.116,4,2,0.50,353.65,0.00
103.172.111.246,4,2,0.50,354.42,0.00
103.172.111.96,4,2,0.50,357.97,0.00
103.172.110.96,4,2,0.50,358.99,0.00
8.209.111.39,4,2,0.50,359.03,0.00
103.172.110.95,4,2,0.50,361.04,0.00
103.172.111.106,4,2,0.50,361.46,0.00
167.172.81.252,4,2,0.50,362.24,0.00
8.209.104.61,4,2,0.50,365.35,0.00
103.172.110.99,4,2,0.50,365.67,0.00
103.172.110.95,4,2,0.50,366.43,0.00
103.172.111.168,4,2,0.50,366.50,0.00
103.172.110.99,4,2,0.50,366.60,0.00
103.172.111.168,4,2,0.50,367.37,0.00
103.172.110.99,4,2,0.50,368.72,0.00
103.172.111.168,4,2,0.50,368.79,0.00
103.172.110.95,4,2,0.50,369.01,0.00
103.172.110.97,4,2,0.50,369.49,0.00
103.172.110.98,4,2,0.50,370.58,0.00
134.209.103.63,4,2,0.50,370.90,0.00
103.172.111.168,4,2,0.50,371.19,0.00
103.172.110.96,4,2,0.50,371.26,0.00
103.172.111.168,4,2,0.50,373.06,0.00
103.172.110.99,4,2,0.50,373.12,0.00
103.172.110.95,4,2,0.50,374.16,0.00
103.172.111.101,4,2,0.50,374.28,0.00
47.254.177.85,4,2,0.50,375.29,0.00
103.172.110.96,4,2,0.50,375.94,0.00
103.172.110.95,4,2,0.50,376.75,0.00
103.172.111.95,4,2,0.50,376.95,0.00
8.209.105.165,4,2,0.50,378.17,0.00
103.172.110.98,4,2,0.50,378.32,0.00
103.172.111.96,4,2,0.50,379.11,0.00
103.172.111.253,4,2,0.50,379.73,0.00
103.172.111.168,4,2,0.50,380.49,0.00
103.172.111.95,4,2,0.50,380.71,0.00
103.172.111.101,4,2,0.50,381.25,0.00
103.172.111.97,4,2,0.50,381.65,0.00
103.172.111.168,4,2,0.50,381.78,0.00
103.172.111.106,4,2,0.50,382.41,0.00
103.172.111.168,4,2,0.50,382.45,0.00
103.172.111.106,4,2,0.50,382.58,0.00
103.172.111.106,4,2,0.50,383.36,0.00
103.172.111.101,4,2,0.50,383.91,0.00
101.100.231.43,4,2,0.50,385.10,0.00
103.172.111.168,4,2,0.50,385.68,0.00
103.172.110.10,4,2,0.50,386.57,0.00
103.172.111.101,4,2,0.50,387.30,0.00
103.172.111.101,4,2,0.50,388.02,0.00
103.172.110.104,4,2,0.50,389.08,0.00
103.172.110.98,4,2,0.50,389.76,0.00
103.172.111.101,4,2,0.50,390.70,0.00
103.172.111.101,4,2,0.50,393.52,0.00
103.172.110.98,4,2,0.50,396.98,0.00
167.71.219.143,4,2,0.50,398.25,0.00
103.172.111.101,4,2,0.50,398.92,0.00
103.172.111.101,4,2,0.50,400.49,0.00
103.172.110.95,4,2,0.50,402.43,0.00
103.172.111.106,4,2,0.50,405.18,0.00
103.172.111.99,4,2,0.50,407.04,0.00
103.172.110.95,4,2,0.50,408.46,0.00
103.172.111.168,4,2,0.50,409.89,0.00
103.172.111.246,4,2,0.50,411.50,0.00
103.172.111.168,4,2,0.50,411.62,0.00
103.172.111.101,4,2,0.50,411.98,0.00
103.172.111.168,4,2,0.50,412.12,0.00
103.172.110.99,4,2,0.50,413.85,0.00
103.172.110.97,4,2,0.50,413.97,0.00
103.172.111.168,4,2,0.50,414.60,0.00
103.172.110.95,4,2,0.50,414.71,0.00
103.172.111.101,4,2,0.50,416.53,0.00
103.172.110.95,4,2,0.50,417.68,0.00
103.172.111.95,4,2,0.50,420.79,0.00
103.172.111.168,4,2,0.50,421.90,0.00
103.172.110.96,4,2,0.50,423.63,0.00
103.172.111.168,4,2,0.50,425.67,0.00
103.172.111.97,4,2,0.50,425.84,0.00
103.172.111.168,4,2,0.50,426.72,0.00
103.172.110.96,4,2,0.50,426.74,0.00
103.172.110.99,4,2,0.50,426.90,0.00
103.172.111.101,4,2,0.50,428.04,0.00
103.172.110.95,4,2,0.50,428.45,0.00
103.172.111.168,4,2,0.50,428.70,0.00
103.172.110.97,4,2,0.50,431.10,0.00
103.172.110.95,4,2,0.50,432.28,0.00
103.172.110.98,4,2,0.50,432.98,0.00
103.172.111.246,4,2,0.50,435.49,0.00
103.172.110.98,4,2,0.50,435.64,0.00
103.172.111.253,4,2,0.50,436.13,0.00
103.172.111.101,4,2,0.50,436.20,0.00
103.172.110.99,4,2,0.50,437.34,0.00
168.138.53.69,4,2,0.50,438.23,0.00
103.172.110.95,4,2,0.50,439.13,0.00
103.172.111.101,4,2,0.50,439.23,0.00
103.172.111.168,4,2,0.50,444.94,0.00
103.172.111.95,4,2,0.50,445.59,0.00
103.172.111.168,4,2,0.50,448.02,0.00
103.172.111.168,4,2,0.50,448.12,0.00
184.168.107.122,4,2,0.50,456.81,0.00
103.172.110.98,4,2,0.50,458.38,0.00
103.172.111.168,4,2,0.50,461.08,0.00
103.172.110.95,4,2,0.50,463.09,0.00
103.172.111.168,4,2,0.50,464.32,0.00
103.172.111.168,4,2,0.50,466.05,0.00
103.172.111.99,4,2,0.50,467.04,0.00
103.172.111.101,4,2,0.50,472.00,0.00
152.67.76.52,4,2,0.50,473.55,0.00
103.172.110.101,4,2,0.50,474.34,0.00
103.172.110.96,4,2,0.50,476.09,0.00
103.172.111.246,4,2,0.50,478.39,0.00
103.172.110.10,4,2,0.50,480.56,0.00
168.138.33.1,4,2,0.50,484.18,0.00
103.172.111.168,4,2,0.50,484.66,0.00
103.172.110.97,4,2,0.50,493.98,0.00
103.172.111.246,4,2,0.50,496.01,0.00
103.172.110.99,4,2,0.50,502.84,0.00
103.172.110.95,4,2,0.50,504.74,0.00
103.172.111.168,4,2,0.50,507.36,0.00
103.172.111.101,4,2,0.50,508.83,0.00
103.227.176.22,4,2,0.50,518.62,0.00
